time, bits
9.531e+06, 40
9.532e+06, 40
9.533e+06, 40
9.534e+06, 32
9.535e+06, 40
9.536e+06, 32
9.537e+06, 40
9.538e+06, 24
9.539e+06, 40
9.54e+06, 24
9.541e+06, 40
9.542e+06, 24
9.543e+06, 40
9.544e+06, 24
9.545e+06, 40
9.546e+06, 24
9.547e+06, 40
9.548e+06, 24
9.549e+06, 40
9.55e+06, 16
9.551e+06, 40
9.552e+06, 24
9.553e+06, 32
9.554e+06, 24
9.555e+06, 40
9.556e+06, 24
9.557e+06, 40
9.558e+06, 24
9.559e+06, 40
9.56e+06, 24
9.561e+06, 40
9.562e+06, 24
9.563e+06, 40
9.564e+06, 24
9.565e+06, 40
9.566e+06, 24
9.567e+06, 40
9.568e+06, 24
9.569e+06, 40
9.57e+06, 24
9.571e+06, 40
9.572e+06, 24
9.573e+06, 40
9.574e+06, 24
9.575e+06, 40
9.576e+06, 24
9.577e+06, 40
9.578e+06, 24
9.579e+06, 40
9.58e+06, 24
9.581e+06, 40
9.582e+06, 24
9.583e+06, 32
9.584e+06, 24
9.585e+06, 40
9.586e+06, 16
9.587e+06, 40
9.588e+06, 24
9.589e+06, 40
9.59e+06, 24
9.591e+06, 40
9.592e+06, 24
9.593e+06, 40
9.594e+06, 24
9.595e+06, 40
9.596e+06, 24
9.597e+06, 40
9.598e+06, 24
9.599e+06, 40
9.6e+06, 32
9.601e+06, 40
9.602e+06, 32
9.603e+06, 40
9.604e+06, 40
9.605e+06, 40
9.606e+06, 40
9.607e+06, 40
9.608e+06, 40
9.609e+06, 40
9.61e+06, 40
9.611e+06, 40
9.612e+06, 40
9.613e+06, 40
9.614e+06, 40
9.615e+06, 40
9.616e+06, 32
9.617e+06, 40
9.618e+06, 40
9.619e+06, 32
9.62e+06, 40
9.621e+06, 40
9.622e+06, 40
9.623e+06, 32
9.624e+06, 40
9.625e+06, 40
9.626e+06, 40
9.627e+06, 40
9.628e+06, 40
9.629e+06, 40
9.63e+06, 40
9.631e+06, 32
9.632e+06, 40
9.633e+06, 32
9.634e+06, 40
9.635e+06, 32
9.636e+06, 40
9.637e+06, 24
9.638e+06, 40
9.639e+06, 24
9.64e+06, 40
9.641e+06, 24
9.642e+06, 40
9.643e+06, 24
9.644e+06, 40
9.645e+06, 24
9.646e+06, 40
9.647e+06, 24
9.648e+06, 40
9.649e+06, 16
9.65e+06, 40
9.651e+06, 24
9.652e+06, 32
9.653e+06, 24
9.654e+06, 40
9.655e+06, 24
9.656e+06, 40
9.657e+06, 24
9.658e+06, 40
9.659e+06, 24
9.66e+06, 40
9.661e+06, 24
9.662e+06, 40
9.663e+06, 24
9.664e+06, 40
9.665e+06, 24
9.666e+06, 40
9.667e+06, 24
9.668e+06, 40
9.669e+06, 24
9.67e+06, 40
9.671e+06, 24
9.672e+06, 40
9.673e+06, 24
9.674e+06, 40
9.675e+06, 24
9.676e+06, 40
9.677e+06, 24
9.678e+06, 40
9.679e+06, 24
9.68e+06, 40
9.681e+06, 24
9.682e+06, 32
9.683e+06, 24
9.684e+06, 32
9.685e+06, 8
9.686e+06, 40
9.687e+06, 16
9.688e+06, 40
9.689e+06, 16
9.69e+06, 32
9.691e+06, 24
9.692e+06, 32
9.693e+06, 32
9.694e+06, 40
9.695e+06, 32
9.696e+06, 32
9.697e+06, 32
9.698e+06, 32
9.699e+06, 24
9.7e+06, 48
9.701e+06, 24
9.702e+06, 32
9.703e+06, 32
9.704e+06, 40
9.705e+06, 24
9.706e+06, 48
9.707e+06, 32
9.708e+06, 48
9.709e+06, 32
9.71e+06, 40
9.711e+06, 40
9.712e+06, 32
9.713e+06, 48
9.714e+06, 32
9.715e+06, 48
9.716e+06, 32
9.717e+06, 40
9.718e+06, 32
9.719e+06, 32
9.72e+06, 48
9.721e+06, 32
9.722e+06, 48
9.723e+06, 32
9.724e+06, 40
9.725e+06, 40
9.726e+06, 32
9.727e+06, 40
9.728e+06, 32
9.729e+06, 48
9.73e+06, 32
9.731e+06, 40
9.732e+06, 40
9.733e+06, 40
9.734e+06, 40
9.735e+06, 40
9.736e+06, 40
9.737e+06, 40
9.738e+06, 32
9.739e+06, 40
9.74e+06, 32
9.741e+06, 40
9.742e+06, 24
9.743e+06, 48
9.744e+06, 24
9.745e+06, 48
9.746e+06, 24
9.747e+06, 40
9.748e+06, 24
9.749e+06, 32
9.75e+06, 32
9.751e+06, 32
9.752e+06, 32
9.753e+06, 32
9.754e+06, 32
9.755e+06, 32
9.756e+06, 32
9.757e+06, 48
9.758e+06, 32
9.759e+06, 40
9.76e+06, 24
9.761e+06, 40
9.762e+06, 32
9.763e+06, 24
9.764e+06, 32
9.765e+06, 32
9.766e+06, 32
9.767e+06, 24
9.768e+06, 32
9.769e+06, 32
9.77e+06, 32
9.771e+06, 32
9.772e+06, 32
9.773e+06, 32
9.774e+06, 32
9.775e+06, 32
9.776e+06, 32
9.777e+06, 32
9.778e+06, 32
9.779e+06, 32
9.78e+06, 32
9.781e+06, 32
9.782e+06, 32
9.783e+06, 32
9.784e+06, 24
9.785e+06, 32
9.786e+06, 32
9.787e+06, 32
9.788e+06, 32
9.789e+06, 32
9.79e+06, 32
9.791e+06, 32
9.792e+06, 32
9.793e+06, 32
9.794e+06, 32
9.795e+06, 32
9.796e+06, 32
9.797e+06, 32
9.798e+06, 32
9.799e+06, 32
9.8e+06, 32
9.801e+06, 32
9.802e+06, 32
9.803e+06, 32
9.804e+06, 32
9.805e+06, 32
9.806e+06, 32
9.807e+06, 32
9.808e+06, 32
9.809e+06, 32
9.81e+06, 32
9.811e+06, 32
9.812e+06, 32
9.813e+06, 32
9.814e+06, 32
9.815e+06, 32
9.816e+06, 40
9.817e+06, 24
9.818e+06, 40
9.819e+06, 32
9.82e+06, 48
9.821e+06, 32
9.822e+06, 40
9.823e+06, 32
9.824e+06, 32
9.825e+06, 48
9.826e+06, 32
9.827e+06, 48
9.828e+06, 24
9.829e+06, 40
9.83e+06, 40
9.831e+06, 40
9.832e+06, 40
9.833e+06, 40
9.834e+06, 40
9.835e+06, 40
9.836e+06, 40
9.837e+06, 40
9.838e+06, 40
9.839e+06, 40
9.84e+06, 40
9.841e+06, 40
9.842e+06, 40
9.843e+06, 40
9.844e+06, 40
9.845e+06, 40
9.846e+06, 40
9.847e+06, 32
9.848e+06, 40
9.849e+06, 32
9.85e+06, 32
9.851e+06, 32
9.852e+06, 40
9.853e+06, 24
9.854e+06, 32
9.855e+06, 16
9.856e+06, 40
9.857e+06, 16
9.858e+06, 32
9.859e+06, 16
9.86e+06, 24
9.861e+06, 16
9.862e+06, 24
9.863e+06, 24
9.864e+06, 32
9.865e+06, 24
9.866e+06, 24
9.867e+06, 24
9.868e+06, 24
9.869e+06, 16
9.87e+06, 40
9.871e+06, 16
9.872e+06, 32
9.873e+06, 16
9.874e+06, 24
9.875e+06, 16
9.876e+06, 24
9.877e+06, 24
9.878e+06, 32
9.879e+06, 24
9.88e+06, 24
9.881e+06, 24
9.882e+06, 24
9.883e+06, 8
9.884e+06, 40
9.885e+06, 16
9.886e+06, 32
9.887e+06, 24
9.888e+06, 24
9.889e+06, 24
9.89e+06, 40
9.891e+06, 24
9.892e+06, 32
9.893e+06, 24
9.894e+06, 40
9.895e+06, 24
9.896e+06, 40
9.897e+06, 24
9.898e+06, 40
9.899e+06, 24
9.9e+06, 40
9.901e+06, 24
9.902e+06, 40
9.903e+06, 24
9.904e+06, 40
9.905e+06, 24
9.906e+06, 40
9.907e+06, 24
9.908e+06, 40
9.909e+06, 24
9.91e+06, 40
9.911e+06, 24
9.912e+06, 40
9.913e+06, 24
9.914e+06, 40
9.915e+06, 24
9.916e+06, 32
9.917e+06, 24
9.918e+06, 32
9.919e+06, 24
9.92e+06, 32
9.921e+06, 16
9.922e+06, 40
9.923e+06, 16
9.924e+06, 32
9.925e+06, 16
9.926e+06, 32
9.927e+06, 16
9.928e+06, 24
9.929e+06, 24
9.93e+06, 32
9.931e+06, 24
9.932e+06, 24
9.933e+06, 24
9.934e+06, 24
9.935e+06, 16
9.936e+06, 40
9.937e+06, 16
9.938e+06, 32
9.939e+06, 16
9.94e+06, 32
9.941e+06, 16
9.942e+06, 24
9.943e+06, 24
9.944e+06, 32
9.945e+06, 24
9.946e+06, 24
9.947e+06, 24
9.948e+06, 24
9.949e+06, 8
9.95e+06, 40
9.951e+06, 16
9.952e+06, 32
9.953e+06, 16
9.954e+06, 24
9.955e+06, 16
9.956e+06, 24
9.957e+06, 24
9.958e+06, 32
9.959e+06, 24
9.96e+06, 24
9.961e+06, 24
9.962e+06, 24
9.963e+06, 16
9.964e+06, 40
9.965e+06, 16
9.966e+06, 32
9.967e+06, 16
9.968e+06, 24
9.969e+06, 16
9.97e+06, 24
9.971e+06, 24
9.972e+06, 32
9.973e+06, 24
9.974e+06, 32
9.975e+06, 24
9.976e+06, 40
9.977e+06, 24
9.978e+06, 40
9.979e+06, 24
9.98e+06, 32
9.981e+06, 24
9.982e+06, 24
9.983e+06, 32
9.984e+06, 24
9.985e+06, 40
9.986e+06, 24
9.987e+06, 40
9.988e+06, 24
9.989e+06, 32
9.99e+06, 32
9.991e+06, 24
9.992e+06, 40
9.993e+06, 24
9.994e+06, 40
9.995e+06, 32
9.996e+06, 32
9.997e+06, 40
9.998e+06, 40
9.999e+06, 40
1e+07, 40
1.0001e+07, 40
1.0002e+07, 40
1.0003e+07, 40
1.0004e+07, 40
1.0005e+07, 40
1.0006e+07, 32
1.0007e+07, 32
1.0008e+07, 32
1.0009e+07, 40
1.001e+07, 32
1.0011e+07, 40
1.0012e+07, 24
1.0013e+07, 40
1.0014e+07, 24
1.0015e+07, 32
1.0016e+07, 24
1.0017e+07, 40
1.0018e+07, 24
1.0019e+07, 40
1.002e+07, 24
1.0021e+07, 40
1.0022e+07, 24
1.0023e+07, 40
1.0024e+07, 24
1.0025e+07, 40
1.0026e+07, 16
1.0027e+07, 32
1.0028e+07, 24
1.0029e+07, 32
1.003e+07, 24
1.0031e+07, 32
1.0032e+07, 24
1.0033e+07, 32
1.0034e+07, 24
1.0035e+07, 24
1.0036e+07, 16
1.0037e+07, 40
1.0038e+07, 16
1.0039e+07, 32
1.004e+07, 16
1.0041e+07, 32
1.0042e+07, 16
1.0043e+07, 24
1.0044e+07, 24
1.0045e+07, 32
1.0046e+07, 24
1.0047e+07, 24
1.0048e+07, 16
1.0049e+07, 24
1.005e+07, 16
1.0051e+07, 40
1.0052e+07, 16
1.0053e+07, 32
1.0054e+07, 16
1.0055e+07, 24
1.0056e+07, 16
1.0057e+07, 24
1.0058e+07, 24
1.0059e+07, 32
1.006e+07, 24
1.0061e+07, 24
1.0062e+07, 24
1.0063e+07, 24
1.0064e+07, 16
1.0065e+07, 40
1.0066e+07, 16
1.0067e+07, 32
1.0068e+07, 16
1.0069e+07, 24
1.007e+07, 16
1.0071e+07, 24
1.0072e+07, 24
1.0073e+07, 32
1.0074e+07, 24
1.0075e+07, 24
1.0076e+07, 24
1.0077e+07, 24
1.0078e+07, 16
1.0079e+07, 40
1.008e+07, 16
1.0081e+07, 24
1.0082e+07, 16
1.0083e+07, 24
1.0084e+07, 16
1.0085e+07, 24
1.0086e+07, 24
1.0087e+07, 32
1.0088e+07, 24
1.0089e+07, 24
1.009e+07, 24
1.0091e+07, 24
1.0092e+07, 16
1.0093e+07, 40
1.0094e+07, 16
1.0095e+07, 32
1.0096e+07, 16
1.0097e+07, 24
1.0098e+07, 16
1.0099e+07, 24
1.01e+07, 24
1.0101e+07, 32
1.0102e+07, 24
1.0103e+07, 32
1.0104e+07, 24
1.0105e+07, 40
1.0106e+07, 24
1.0107e+07, 40
1.0108e+07, 24
1.0109e+07, 40
1.011e+07, 24
1.0111e+07, 32
1.0112e+07, 24
1.0113e+07, 40
1.0114e+07, 16
1.0115e+07, 32
1.0116e+07, 24
1.0117e+07, 40
1.0118e+07, 24
1.0119e+07, 40
1.012e+07, 24
1.0121e+07, 40
1.0122e+07, 24
1.0123e+07, 40
1.0124e+07, 24
1.0125e+07, 40
1.0126e+07, 32
1.0127e+07, 40
1.0128e+07, 40
1.0129e+07, 40
1.013e+07, 40
1.0131e+07, 40
1.0132e+07, 40
1.0133e+07, 40
1.0134e+07, 24
1.0135e+07, 40
1.0136e+07, 40
1.0137e+07, 40
1.0138e+07, 40
1.0139e+07, 32
1.014e+07, 40
1.0141e+07, 40
1.0142e+07, 40
1.0143e+07, 40
1.0144e+07, 40
1.0145e+07, 40
1.0146e+07, 40
1.0147e+07, 32
1.0148e+07, 40
1.0149e+07, 40
1.015e+07, 40
1.0151e+07, 40
1.0152e+07, 40
1.0153e+07, 40
1.0154e+07, 40
1.0155e+07, 40
1.0156e+07, 40
1.0157e+07, 32
1.0158e+07, 40
1.0159e+07, 32
1.016e+07, 40
1.0161e+07, 24
1.0162e+07, 40
1.0163e+07, 24
1.0164e+07, 40
1.0165e+07, 24
1.0166e+07, 40
1.0167e+07, 16
1.0168e+07, 40
1.0169e+07, 24
1.017e+07, 40
1.0171e+07, 24
1.0172e+07, 40
1.0173e+07, 24
1.0174e+07, 40
1.0175e+07, 24
1.0176e+07, 40
1.0177e+07, 24
1.0178e+07, 40
1.0179e+07, 24
1.018e+07, 32
1.0181e+07, 24
1.0182e+07, 40
1.0183e+07, 24
1.0184e+07, 40
1.0185e+07, 24
1.0186e+07, 40
1.0187e+07, 24
1.0188e+07, 40
1.0189e+07, 24
1.019e+07, 40
1.0191e+07, 24
1.0192e+07, 40
1.0193e+07, 24
1.0194e+07, 40
1.0195e+07, 24
1.0196e+07, 40
1.0197e+07, 24
1.0198e+07, 40
1.0199e+07, 24
1.02e+07, 32
1.0201e+07, 24
1.0202e+07, 40
1.0203e+07, 24
1.0204e+07, 40
1.0205e+07, 24
1.0206e+07, 40
1.0207e+07, 24
1.0208e+07, 40
1.0209e+07, 24
1.021e+07, 40
1.0211e+07, 24
1.0212e+07, 40
1.0213e+07, 16
1.0214e+07, 40
1.0215e+07, 24
1.0216e+07, 40
1.0217e+07, 24
1.0218e+07, 40
1.0219e+07, 24
1.022e+07, 40
1.0221e+07, 24
1.0222e+07, 40
1.0223e+07, 32
1.0224e+07, 40
1.0225e+07, 40
1.0226e+07, 40
1.0227e+07, 40
1.0228e+07, 40
1.0229e+07, 40
1.023e+07, 40
1.0231e+07, 40
1.0232e+07, 32
1.0233e+07, 32
1.0234e+07, 40
1.0235e+07, 40
1.0236e+07, 40
1.0237e+07, 40
1.0238e+07, 40
1.0239e+07, 40
1.024e+07, 40
1.0241e+07, 40
1.0242e+07, 40
1.0243e+07, 40
1.0244e+07, 40
1.0245e+07, 40
1.0246e+07, 32
1.0247e+07, 40
1.0248e+07, 40
1.0249e+07, 40
1.025e+07, 40
1.0251e+07, 40
1.0252e+07, 40
1.0253e+07, 40
1.0254e+07, 32
1.0255e+07, 40
1.0256e+07, 32
1.0257e+07, 40
1.0258e+07, 24
1.0259e+07, 40
1.026e+07, 24
1.0261e+07, 40
1.0262e+07, 24
1.0263e+07, 40
1.0264e+07, 24
1.0265e+07, 40
1.0266e+07, 16
1.0267e+07, 40
1.0268e+07, 24
1.0269e+07, 40
1.027e+07, 24
1.0271e+07, 40
1.0272e+07, 24
1.0273e+07, 40
1.0274e+07, 24
1.0275e+07, 40
1.0276e+07, 24
1.0277e+07, 40
1.0278e+07, 24
1.0279e+07, 32
1.028e+07, 24
1.0281e+07, 40
1.0282e+07, 24
1.0283e+07, 40
1.0284e+07, 24
1.0285e+07, 40
1.0286e+07, 24
1.0287e+07, 40
1.0288e+07, 24
1.0289e+07, 40
1.029e+07, 24
1.0291e+07, 40
1.0292e+07, 24
1.0293e+07, 40
1.0294e+07, 24
1.0295e+07, 40
1.0296e+07, 24
1.0297e+07, 40
1.0298e+07, 24
1.0299e+07, 32
1.03e+07, 24
1.0301e+07, 40
1.0302e+07, 24
1.0303e+07, 40
1.0304e+07, 24
1.0305e+07, 40
1.0306e+07, 24
1.0307e+07, 40
1.0308e+07, 24
1.0309e+07, 40
1.031e+07, 24
1.0311e+07, 40
1.0312e+07, 16
1.0313e+07, 40
1.0314e+07, 24
1.0315e+07, 40
1.0316e+07, 24
1.0317e+07, 40
1.0318e+07, 24
1.0319e+07, 40
1.032e+07, 32
1.0321e+07, 40
1.0322e+07, 40
1.0323e+07, 40
1.0324e+07, 40
1.0325e+07, 40
1.0326e+07, 40
1.0327e+07, 40
1.0328e+07, 40
1.0329e+07, 32
1.033e+07, 40
1.0331e+07, 40
1.0332e+07, 32
1.0333e+07, 40
1.0334e+07, 40
1.0335e+07, 40
1.0336e+07, 40
1.0337e+07, 40
1.0338e+07, 40
1.0339e+07, 40
1.034e+07, 40
1.0341e+07, 40
1.0342e+07, 40
1.0343e+07, 40
1.0344e+07, 40
1.0345e+07, 32
1.0346e+07, 40
1.0347e+07, 40
1.0348e+07, 40
1.0349e+07, 40
1.035e+07, 40
1.0351e+07, 32
1.0352e+07, 40
1.0353e+07, 32
1.0354e+07, 40
1.0355e+07, 24
1.0356e+07, 40
1.0357e+07, 24
1.0358e+07, 40
1.0359e+07, 24
1.036e+07, 40
1.0361e+07, 24
1.0362e+07, 40
1.0363e+07, 24
1.0364e+07, 40
1.0365e+07, 16
1.0366e+07, 32
1.0367e+07, 24
1.0368e+07, 32
1.0369e+07, 24
1.037e+07, 32
1.0371e+07, 24
1.0372e+07, 32
1.0373e+07, 24
1.0374e+07, 32
1.0375e+07, 24
1.0376e+07, 48
1.0377e+07, 24
1.0378e+07, 32
1.0379e+07, 24
1.038e+07, 40
1.0381e+07, 24
1.0382e+07, 32
1.0383e+07, 32
1.0384e+07, 40
1.0385e+07, 32
1.0386e+07, 32
1.0387e+07, 32
1.0388e+07, 32
1.0389e+07, 24
1.039e+07, 48
1.0391e+07, 24
1.0392e+07, 40
1.0393e+07, 24
1.0394e+07, 32
1.0395e+07, 24
1.0396e+07, 32
1.0397e+07, 32
1.0398e+07, 40
1.0399e+07, 24
1.04e+07, 48
1.0401e+07, 24
1.0402e+07, 32
1.0403e+07, 32
1.0404e+07, 32
1.0405e+07, 32
1.0406e+07, 32
1.0407e+07, 32
1.0408e+07, 32
1.0409e+07, 24
1.041e+07, 40
1.0411e+07, 16
1.0412e+07, 40
1.0413e+07, 24
1.0414e+07, 32
1.0415e+07, 24
1.0416e+07, 32
1.0417e+07, 32
1.0418e+07, 40
1.0419e+07, 32
1.042e+07, 32
1.0421e+07, 32
1.0422e+07, 32
1.0423e+07, 24
1.0424e+07, 48
1.0425e+07, 24
1.0426e+07, 40
1.0427e+07, 24
1.0428e+07, 32
1.0429e+07, 24
1.043e+07, 32
1.0431e+07, 32
1.0432e+07, 40
1.0433e+07, 32
1.0434e+07, 32
1.0435e+07, 32
1.0436e+07, 32
1.0437e+07, 24
1.0438e+07, 48
1.0439e+07, 24
1.044e+07, 40
1.0441e+07, 24
1.0442e+07, 32
1.0443e+07, 24
1.0444e+07, 40
1.0445e+07, 32
1.0446e+07, 40
1.0447e+07, 24
1.0448e+07, 48
1.0449e+07, 16
1.045e+07, 40
1.0451e+07, 16
1.0452e+07, 48
1.0453e+07, 16
1.0454e+07, 48
1.0455e+07, 16
1.0456e+07, 48
1.0457e+07, 16
1.0458e+07, 48
1.0459e+07, 16
1.046e+07, 48
1.0461e+07, 16
1.0462e+07, 48
1.0463e+07, 16
1.0464e+07, 48
1.0465e+07, 16
1.0466e+07, 48
1.0467e+07, 16
1.0468e+07, 48
1.0469e+07, 24
1.047e+07, 48
1.0471e+07, 32
1.0472e+07, 48
1.0473e+07, 32
1.0474e+07, 48
1.0475e+07, 32
1.0476e+07, 48
1.0477e+07, 24
1.0478e+07, 48
1.0479e+07, 24
1.048e+07, 48
1.0481e+07, 32
1.0482e+07, 48
1.0483e+07, 32
1.0484e+07, 48
1.0485e+07, 32
1.0486e+07, 40
1.0487e+07, 24
1.0488e+07, 40
1.0489e+07, 24
1.049e+07, 40
1.0491e+07, 24
1.0492e+07, 40
1.0493e+07, 24
1.0494e+07, 40
1.0495e+07, 24
1.0496e+07, 40
1.0497e+07, 24
1.0498e+07, 40
1.0499e+07, 24
1.05e+07, 32
1.0501e+07, 24
1.0502e+07, 40
1.0503e+07, 32
1.0504e+07, 32
1.0505e+07, 32
1.0506e+07, 24
1.0507e+07, 32
1.0508e+07, 24
1.0509e+07, 40
1.051e+07, 24
1.0511e+07, 40
1.0512e+07, 32
1.0513e+07, 48
1.0514e+07, 32
1.0515e+07, 48
1.0516e+07, 32
1.0517e+07, 48
1.0518e+07, 32
1.0519e+07, 48
1.052e+07, 32
1.0521e+07, 48
1.0522e+07, 32
1.0523e+07, 48
1.0524e+07, 32
1.0525e+07, 48
1.0526e+07, 24
1.0527e+07, 48
1.0528e+07, 24
1.0529e+07, 48
1.053e+07, 24
1.0531e+07, 32
1.0532e+07, 32
1.0533e+07, 32
1.0534e+07, 32
1.0535e+07, 40
1.0536e+07, 24
1.0537e+07, 24
1.0538e+07, 16
1.0539e+07, 32
1.054e+07, 16
1.0541e+07, 40
1.0542e+07, 16
1.0543e+07, 24
1.0544e+07, 16
1.0545e+07, 16
1.0546e+07, 24
1.0547e+07, 24
1.0548e+07, 24
1.0549e+07, 32
1.055e+07, 24
1.0551e+07, 24
1.0552e+07, 16
1.0553e+07, 32
1.0554e+07, 16
1.0555e+07, 40
1.0556e+07, 16
1.0557e+07, 32
1.0558e+07, 16
1.0559e+07, 16
1.056e+07, 24
1.0561e+07, 24
1.0562e+07, 24
1.0563e+07, 32
1.0564e+07, 24
1.0565e+07, 24
1.0566e+07, 16
1.0567e+07, 32
1.0568e+07, 24
1.0569e+07, 40
1.057e+07, 24
1.0571e+07, 32
1.0572e+07, 32
1.0573e+07, 32
1.0574e+07, 32
1.0575e+07, 40
1.0576e+07, 24
1.0577e+07, 40
1.0578e+07, 40
1.0579e+07, 40
1.058e+07, 40
1.0581e+07, 40
1.0582e+07, 40
1.0583e+07, 40
1.0584e+07, 40
1.0585e+07, 40
1.0586e+07, 32
1.0587e+07, 40
1.0588e+07, 40
1.0589e+07, 40
1.059e+07, 40
1.0591e+07, 40
1.0592e+07, 40
1.0593e+07, 40
1.0594e+07, 40
1.0595e+07, 40
1.0596e+07, 40
1.0597e+07, 40
1.0598e+07, 40
1.0599e+07, 32
1.06e+07, 40
1.0601e+07, 32
1.0602e+07, 40
1.0603e+07, 16
1.0604e+07, 32
1.0605e+07, 24
1.0606e+07, 32
1.0607e+07, 24
1.0608e+07, 32
1.0609e+07, 16
1.061e+07, 24
1.0611e+07, 16
1.0612e+07, 40
1.0613e+07, 16
1.0614e+07, 32
1.0615e+07, 16
1.0616e+07, 32
1.0617e+07, 16
1.0618e+07, 24
1.0619e+07, 24
1.062e+07, 32
1.0621e+07, 24
1.0622e+07, 24
1.0623e+07, 24
1.0624e+07, 24
1.0625e+07, 16
1.0626e+07, 40
1.0627e+07, 16
1.0628e+07, 32
1.0629e+07, 16
1.063e+07, 32
1.0631e+07, 16
1.0632e+07, 24
1.0633e+07, 24
1.0634e+07, 32
1.0635e+07, 24
1.0636e+07, 24
1.0637e+07, 24
1.0638e+07, 24
1.0639e+07, 16
1.064e+07, 40
1.0641e+07, 16
1.0642e+07, 24
1.0643e+07, 16
1.0644e+07, 24
1.0645e+07, 16
1.0646e+07, 24
1.0647e+07, 24
1.0648e+07, 32
1.0649e+07, 24
1.065e+07, 24
1.0651e+07, 24
1.0652e+07, 24
1.0653e+07, 16
1.0654e+07, 40
1.0655e+07, 16
1.0656e+07, 32
1.0657e+07, 16
1.0658e+07, 24
1.0659e+07, 16
1.066e+07, 24
1.0661e+07, 24
1.0662e+07, 32
1.0663e+07, 24
1.0664e+07, 24
1.0665e+07, 24
1.0666e+07, 24
1.0667e+07, 16
1.0668e+07, 40
1.0669e+07, 16
1.067e+07, 32
1.0671e+07, 16
1.0672e+07, 24
1.0673e+07, 16
1.0674e+07, 24
1.0675e+07, 16
1.0676e+07, 32
1.0677e+07, 24
1.0678e+07, 24
1.0679e+07, 24
1.068e+07, 32
1.0681e+07, 24
1.0682e+07, 40
1.0683e+07, 24
1.0684e+07, 32
1.0685e+07, 24
1.0686e+07, 40
1.0687e+07, 24
1.0688e+07, 32
1.0689e+07, 24
1.069e+07, 40
1.0691e+07, 24
1.0692e+07, 40
1.0693e+07, 24
1.0694e+07, 40
1.0695e+07, 24
1.0696e+07, 40
1.0697e+07, 24
1.0698e+07, 40
1.0699e+07, 24
1.07e+07, 40
1.0701e+07, 24
1.0702e+07, 40
1.0703e+07, 24
1.0704e+07, 40
1.0705e+07, 24
1.0706e+07, 40
1.0707e+07, 24
1.0708e+07, 32
1.0709e+07, 24
1.071e+07, 40
1.0711e+07, 16
1.0712e+07, 40
1.0713e+07, 24
1.0714e+07, 40
1.0715e+07, 24
1.0716e+07, 40
1.0717e+07, 24
1.0718e+07, 40
1.0719e+07, 24
1.072e+07, 40
1.0721e+07, 32
1.0722e+07, 40
1.0723e+07, 40
1.0724e+07, 40
1.0725e+07, 40
1.0726e+07, 32
1.0727e+07, 40
1.0728e+07, 40
1.0729e+07, 40
1.073e+07, 40
1.0731e+07, 40
1.0732e+07, 40
1.0733e+07, 40
1.0734e+07, 40
1.0735e+07, 40
1.0736e+07, 40
1.0737e+07, 40
1.0738e+07, 40
1.0739e+07, 40
1.074e+07, 40
1.0741e+07, 32
1.0742e+07, 40
1.0743e+07, 32
1.0744e+07, 24
1.0745e+07, 32
1.0746e+07, 32
1.0747e+07, 32
1.0748e+07, 32
1.0749e+07, 32
1.075e+07, 32
1.0751e+07, 32
1.0752e+07, 24
1.0753e+07, 32
1.0754e+07, 24
1.0755e+07, 32
1.0756e+07, 24
1.0757e+07, 32
1.0758e+07, 24
1.0759e+07, 32
1.076e+07, 32
1.0761e+07, 40
1.0762e+07, 40
1.0763e+07, 40
1.0764e+07, 40
1.0765e+07, 40
1.0766e+07, 40
1.0767e+07, 40
1.0768e+07, 40
1.0769e+07, 40
1.077e+07, 40
1.0771e+07, 40
1.0772e+07, 40
1.0773e+07, 40
1.0774e+07, 24
1.0775e+07, 40
1.0776e+07, 32
1.0777e+07, 32
1.0778e+07, 24
1.0779e+07, 40
1.078e+07, 24
1.0781e+07, 40
1.0782e+07, 24
1.0783e+07, 40
1.0784e+07, 24
1.0785e+07, 40
1.0786e+07, 24
1.0787e+07, 40
1.0788e+07, 24
1.0789e+07, 40
1.079e+07, 24
1.0791e+07, 40
1.0792e+07, 24
1.0793e+07, 40
1.0794e+07, 24
1.0795e+07, 40
1.0796e+07, 24
1.0797e+07, 40
1.0798e+07, 24
1.0799e+07, 40
1.08e+07, 24
1.0801e+07, 40
1.0802e+07, 24
1.0803e+07, 40
1.0804e+07, 32
1.0805e+07, 40
1.0806e+07, 40
1.0807e+07, 32
1.0808e+07, 40
1.0809e+07, 40
1.081e+07, 32
1.0811e+07, 32
1.0812e+07, 40
1.0813e+07, 40
1.0814e+07, 40
1.0815e+07, 40
1.0816e+07, 40
1.0817e+07, 40
1.0818e+07, 40
1.0819e+07, 40
1.082e+07, 40
1.0821e+07, 40
1.0822e+07, 40
1.0823e+07, 40
1.0824e+07, 40
1.0825e+07, 40
1.0826e+07, 40
1.0827e+07, 40
1.0828e+07, 40
1.0829e+07, 40
1.083e+07, 40
1.0831e+07, 40
1.0832e+07, 40
1.0833e+07, 40
1.0834e+07, 40
1.0835e+07, 32
1.0836e+07, 40
1.0837e+07, 32
1.0838e+07, 40
1.0839e+07, 24
1.084e+07, 32
1.0841e+07, 24
1.0842e+07, 32
1.0843e+07, 16
1.0844e+07, 40
1.0845e+07, 32
1.0846e+07, 40
1.0847e+07, 24
1.0848e+07, 40
1.0849e+07, 24
1.085e+07, 40
1.0851e+07, 24
1.0852e+07, 40
